name,area,food,takeout,url
ダイニングバーなでしこ,近見・別宮,居酒屋・バー,あり,https://imabari-pcoupon.jp/kamei/?id=256
みのり,立花・鳥生・富田,居酒屋・バー,なし,https://imabari-pcoupon.jp/kamei/?id=257
宴会・仕出し・民宿なぎさ,しまなみ（大島・伯方島・大三島・関前）,和食・鍋,あり,https://imabari-pcoupon.jp/kamei/?id=258
焼肉　髙麗,常盤・日吉,焼肉・鉄板料理,あり,https://imabari-pcoupon.jp/kamei/?id=259
駅前ホルモン,常盤・日吉,焼肉・鉄板料理,あり,https://imabari-pcoupon.jp/kamei/?id=260
久留米ラーメン光屋,常盤・日吉,ファストフード・その他,あり,https://imabari-pcoupon.jp/kamei/?id=261
アブリヤ阿部商店,美須賀・城東,焼肉・鉄板料理,なし,https://imabari-pcoupon.jp/kamei/?id=262
平翁,近見・別宮,和食・鍋,なし,https://imabari-pcoupon.jp/kamei/?id=263
お好み焼き　味三,常盤・日吉,焼肉・鉄板料理,あり,https://imabari-pcoupon.jp/kamei/?id=264
紅月,清水・日高・乃万,和食・鍋,あり,https://imabari-pcoupon.jp/kamei/?id=265
五味鳥,常盤・日吉,居酒屋・バー,なし,https://imabari-pcoupon.jp/kamei/?id=266
休暇村瀬戸内東予,桜井・国分・朝倉,和食・鍋,なし,https://imabari-pcoupon.jp/kamei/?id=267
ミルキーウェイ,常盤・日吉,喫茶・カフェ,あり,https://imabari-pcoupon.jp/kamei/?id=268
頼登,美須賀・城東,居酒屋・バー,あり,https://imabari-pcoupon.jp/kamei/?id=269
富士見園,しまなみ（大島・伯方島・大三島・関前）,和食・鍋,あり,https://imabari-pcoupon.jp/kamei/?id=270
Pizzeria Austro,波止浜・波方・大西,洋食・レストラン,あり,https://imabari-pcoupon.jp/kamei/?id=271
CAFE LUNCH MUM,菊間・玉川,喫茶・カフェ,あり,https://imabari-pcoupon.jp/kamei/?id=272
cafe　つきしろ,しまなみ（大島・伯方島・大三島・関前）,喫茶・カフェ,あり,https://imabari-pcoupon.jp/kamei/?id=273
翔 (北宝来店),常盤・日吉,居酒屋・バー,あり,https://imabari-pcoupon.jp/kamei/?id=274
チャイナダイニング彩鳳,立花・鳥生・富田,中華料理,あり,https://imabari-pcoupon.jp/kamei/?id=275
寿司　割烹　なわぶね,常盤・日吉,和食・鍋,あり,https://imabari-pcoupon.jp/kamei/?id=276
くれもと大西店,波止浜・波方・大西,焼肉・鉄板料理,あり,https://imabari-pcoupon.jp/kamei/?id=277
Le puy,美須賀・城東,居酒屋・バー,あり,https://imabari-pcoupon.jp/kamei/?id=278
ひねもす,立花・鳥生・富田,喫茶・カフェ,なし,https://imabari-pcoupon.jp/kamei/?id=279
季節料理藏膳,美須賀・城東,和食・鍋,あり,https://imabari-pcoupon.jp/kamei/?id=280
漁亭,近見・別宮,居酒屋・バー,あり,https://imabari-pcoupon.jp/kamei/?id=281
レストランよし川,しまなみ（大島・伯方島・大三島・関前）,洋食・レストラン,あり,https://imabari-pcoupon.jp/kamei/?id=282
さわき,しまなみ（大島・伯方島・大三島・関前）,和食・鍋,なし,https://imabari-pcoupon.jp/kamei/?id=283
ViVi,美須賀・城東,居酒屋・バー,なし,https://imabari-pcoupon.jp/kamei/?id=284
TenZo & 典座,しまなみ（大島・伯方島・大三島・関前）,洋食・レストラン,なし,https://imabari-pcoupon.jp/kamei/?id=285
つくし食堂,常盤・日吉,和食・鍋,なし,https://imabari-pcoupon.jp/kamei/?id=287
焼肉きんぐ今治店,清水・日高・乃万,焼肉・鉄板料理,なし,https://imabari-pcoupon.jp/kamei/?id=288
シュプレーム,清水・日高・乃万,洋食・レストラン,あり,https://imabari-pcoupon.jp/kamei/?id=290
中華料理屋　蓬莱閣,立花・鳥生・富田,中華料理,あり,https://imabari-pcoupon.jp/kamei/?id=291
三代目鳥メロ　今治ドンドビ店,常盤・日吉,居酒屋・バー,あり,https://imabari-pcoupon.jp/kamei/?id=292
彩菜サイコー(SAI&Co.)カフェ,清水・日高・乃万,喫茶・カフェ,あり,https://imabari-pcoupon.jp/kamei/?id=293
彩菜サイコー(SAI&Co.)キッチン,清水・日高・乃万,洋食・レストラン,あり,https://imabari-pcoupon.jp/kamei/?id=294
丸源ラーメン今治店,清水・日高・乃万,ファストフード・その他,なし,https://imabari-pcoupon.jp/kamei/?id=295
大潮荘,波止浜・波方・大西,和食・鍋,あり,https://imabari-pcoupon.jp/kamei/?id=296
焼肉　ソウル,桜井・国分・朝倉,焼肉・鉄板料理,なし,https://imabari-pcoupon.jp/kamei/?id=297
らく屋,立花・鳥生・富田,居酒屋・バー,あり,https://imabari-pcoupon.jp/kamei/?id=298
A.CalinBell,常盤・日吉,喫茶・カフェ,あり,https://imabari-pcoupon.jp/kamei/?id=299
ワイン食堂ゴッソーヤ,常盤・日吉,居酒屋・バー,なし,https://imabari-pcoupon.jp/kamei/?id=300
トラットリアアズーリ,常盤・日吉,洋食・レストラン,あり,https://imabari-pcoupon.jp/kamei/?id=301
森見 光州園,美須賀・城東,焼肉・鉄板料理,あり,https://imabari-pcoupon.jp/kamei/?id=302
Rose,立花・鳥生・富田,居酒屋・バー,なし,https://imabari-pcoupon.jp/kamei/?id=303
Pizzeria da ISOLANI,しまなみ（大島・伯方島・大三島・関前）,洋食・レストラン,あり,https://imabari-pcoupon.jp/kamei/?id=304
すしグルメ,立花・鳥生・富田,和食・鍋,あり,https://imabari-pcoupon.jp/kamei/?id=305
ミスター・バーク今治店,立花・鳥生・富田,洋食・レストラン,あり,https://imabari-pcoupon.jp/kamei/?id=306
珈琲浪漫　パイプのけむり,美須賀・城東,喫茶・カフェ,あり,https://imabari-pcoupon.jp/kamei/?id=307
電光石火今治店,立花・鳥生・富田,焼肉・鉄板料理,あり,https://imabari-pcoupon.jp/kamei/?id=308
伊予水軍,近見・別宮,和食・鍋,あり,https://imabari-pcoupon.jp/kamei/?id=309
中国料理　錦海楼,美須賀・城東,中華料理,あり,https://imabari-pcoupon.jp/kamei/?id=310
CALULU,常盤・日吉,喫茶・カフェ,あり,https://imabari-pcoupon.jp/kamei/?id=311
さいさいきて屋　SAISAICAFE,清水・日高・乃万,喫茶・カフェ,あり,https://imabari-pcoupon.jp/kamei/?id=312
彩咲あさくら　サクラカフェ,桜井・国分・朝倉,喫茶・カフェ,あり,https://imabari-pcoupon.jp/kamei/?id=313
かっぽう白鶴,美須賀・城東,和食・鍋,あり,https://imabari-pcoupon.jp/kamei/?id=314
レストラン　デリシャス,清水・日高・乃万,洋食・レストラン,あり,https://imabari-pcoupon.jp/kamei/?id=315
まる屋,常盤・日吉,居酒屋・バー,あり,https://imabari-pcoupon.jp/kamei/?id=316
道の駅　今治湯ノ浦温泉,桜井・国分・朝倉,ファストフード・その他,あり,https://imabari-pcoupon.jp/kamei/?id=317
こがね製麺所　今治鳥生店,立花・鳥生・富田,洋食・レストラン,あり,https://imabari-pcoupon.jp/kamei/?id=318
菜めん,清水・日高・乃万,中華料理,あり,https://imabari-pcoupon.jp/kamei/?id=319
和食の店　みよし,美須賀・城東,居酒屋・バー,なし,https://imabari-pcoupon.jp/kamei/?id=320
磯海楽,常盤・日吉,居酒屋・バー,なし,https://imabari-pcoupon.jp/kamei/?id=321
しまなみ温泉 喜助の湯 島カフェ,常盤・日吉,喫茶・カフェ,なし,https://imabari-pcoupon.jp/kamei/?id=322
ステーキハウス　芹,美須賀・城東,焼肉・鉄板料理,なし,https://imabari-pcoupon.jp/kamei/?id=323
